autor,campus,grau,degree_cent,betweenness,closeness,eigenvector,pagerank
PATRICIA TINOCO SANTOS,CÂMPUS JATAÍ,1,0.0012406947890818859,0.0,0.002835873803615739,2.230584442180925e-28,0.0008083170436410517
MAYRA CAMELO MADEIRA DE MOURA,CÂMPUS VALPARAÍSO DE GOIÁS,1,0.0012406947890818859,0.0,0.11683245733424945,4.463222861211512e-09,0.0007123985948142494
WILSOVELTON TELES DE JESUS,CÂMPUS ANÁPOLIS,1,0.0012406947890818859,0.0,0.1318288623055113,2.201250899852416e-09,0.0003715915204957406
Matheus Rocha Piacenti,CÂMPUS ANÁPOLIS,1,0.0012406947890818859,0.0,0.1318288623055113,2.201250899852416e-09,0.0003715915204957406
MABEL PETTERSEN PRUDENTE,CÂMPUS GOIÂNIA OESTE,1,0.0012406947890818859,0.0,0.11928692072362443,7.592880278113788e-05,0.00031484546923519325
Mayara Cristina Gomes de Faria,CÂMPUS INHUMAS,1,0.0012406947890818859,0.0,0.0071464019851116625,5.52533117162157e-17,0.00033823510122271347
PATRICIA DIAS TAVARES,CÂMPUS CIDADE DE GOIÁS,1,0.0012406947890818859,0.0,0.0071464019851116625,5.52533117162157e-17,0.00033823510122271347
Jefferson Nogueira De Oliveira,CÂMPUS CIDADE DE GOIÁS,2,0.0024813895781637717,0.0,0.1374832306645163,1.874748245986299e-07,0.0006599735017082941
Joaquim Pedro Ribeiro Vasconcelos,CÂMPUS ÁGUAS LINDAS DE GOIÁS,1,0.0012406947890818859,0.0,0.13734071176610801,1.8617320029515161e-07,0.00037577581039344366
ANA CARLA FERNANDES GOMES,CÂMPUS GOIÂNIA,1,0.0012406947890818859,0.0,0.12743315801574756,1.6702100689262806e-05,0.0002885341291895727
Jordana de Oliveira do Amaral,CÂMPUS GOIÂNIA,1,0.0012406947890818859,0.0,0.13877933654019434,1.238781629439001e-07,0.00036244688381555275
Diego Alves Rodrigues,CÂMPUS FORMOSA,3,0.0037220843672456576,0.0,0.10470601155192746,1.2716157905052635e-05,0.0007076471368067775
MILENE GALVAO BUENO,CÂMPUS FORMOSA,3,0.0037220843672456576,0.0,0.10470601155192746,1.2716157905052635e-05,0.0007076471368067775
BRUNO ABNNER LOURENZATTO SILVEIRA,CÂMPUS FORMOSA,3,0.0037220843672456576,0.0,0.10470601155192746,1.2716157905052635e-05,0.0007076471368067775
FERNANDO CAMPOS DE ASSIS FONSECA,CÂMPUS ÁGUAS LINDAS DE GOIÁS,1,0.0012406947890818859,0.0,0.0016542597187758478,7.853422887083195e-30,0.0009519304867561574
Rosivania da Silva Andrade,CÂMPUS LUZIÂNIA,1,0.0012406947890818859,0.0,0.11683245733424945,2.975481907474341e-09,0.0005368902651921514
Glen Lemos,CÂMPUS GOIÂNIA,1,0.0012406947890818859,0.0,0.11790685845479579,6.749281334260928e-11,0.0005611172107556463
VILMA FRANCA MONTEIRO,CÂMPUS URUAÇU,1,0.0012406947890818859,0.0,0.10579292516665334,1.2574931999760005e-08,0.0003694786681114645
Pamella Parreira de Miranda,CÂMPUS FORMOSA,1,0.0012406947890818859,0.0,0.0016542597187758478,7.853422887083195e-30,0.0009519304867561574
Thalita Costa Curado Souza,CÂMPUS ANÁPOLIS,1,0.0012406947890818859,0.0,0.1219214784819376,2.6556997104135386e-09,0.0006232373351032108
DANIEL DE PAIVA SILVA,CÂMPUS ANÁPOLIS,1,0.0012406947890818859,0.0,0.0012406947890818859,1.944720169052991e-21,0.0012391573729863693
D. P. Silva,CÂMPUS VALPARAÍSO DE GOIÁS,1,0.0012406947890818859,0.0,0.0012406947890818859,1.944720169052991e-21,0.0012391573729863693
